customer_id,gender,is_urban,is_married,has_chidren,period,housing_service,get_multi_bonus,web_stability_problem,online_guide_service,is_member,sales_support,pay_after_try,installment_pay,member_type,is_vip,pay_method,avg_month_consumption,total_consumption,is_warning_loss,supplier
4671-LXRDQ,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,Venmo,45.0,96.45,Yes,AT&T
3733-LSYCE,Female,0,Yes,No,15,Yes,No,No,Yes,No,No,No,No,Month,No,Visa,75.35,1114.55,No,AT&T
6265-FRMTQ,Male,0,No,No,31,Yes,No,other,other,other,other,other,other,Two year,No,Visa,20.4,609.1,No,T-Mobile
1934-SJVJK,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.15,20.15,Yes,Starlink
3838-OZURD,Male,0,Yes,No,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,Mastercard,105.0,7133.25,Yes,Xfinity
1371-DWPAZ,Female,0,Yes,Yes,0,No,other,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mastercard,56.05, ,No,HughesNet
9269-CQOOL,Male,0,No,Yes,3,Yes,No,No,No,No,No,Yes,No,Month,Yes,Mastercard,54.7,169.45,Yes,Starlink
2017-CCBLH,Female,0,No,No,8,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.0,141.6,No,HughesNet
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,73.05,4688.65,No,Xfinity
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.5,563.05,No,HughesNet
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,100.75,5985,No,Xfinity
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,No,No,Yes,No,No,Yes,Month,Yes,PayPal,87.25,1258.6,Yes,Starlink
5469-NUJUR,Male,0,No,No,19,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,19.95,373.5,No,AT&T
1184-PJVDB,Male,0,Yes,No,10,Yes,No,No,No,No,No,Yes,No,Month,Yes,PayPal,79.95,857.2,Yes,AT&T
2625-TRCZQ,Female,0,Yes,No,51,No,other,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,49.65,2553.35,No,Xfinity
4102-HLENU,Female,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,No,No,No,Two year,No,Venmo,65.65,4322.85,No,Starlink
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,other,other,other,other,other,other,Month,Yes,PayPal,20.45,250.8,No,Starlink
7722-VJRQD,Male,0,Yes,Yes,72,No,other,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Visa,60.95,4549.05,No,Verizon
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,other,other,other,other,other,other,One year,Yes,PayPal,20.35,1359.5,No,Verizon
9415-DPEWS,Female,0,No,No,18,Yes,Yes,No,No,No,Yes,Yes,No,Month,Yes,PayPal,88.35,1639.3,Yes,Xfinity
5624-RYAMH,Female,0,No,No,9,Yes,No,other,other,other,other,other,other,Month,Yes,PayPal,19.5,178.85,No,Starlink
0196-JTUQI,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,Month,Yes,Mastercard,75.2,633.85,No,Xfinity
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month,Yes,Visa,111.45,5315.1,No,T-Mobile
9272-LSVYH,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,Month,No,Venmo,70.15,735.5,No,Verizon
7943-RQCHR,Female,0,No,No,9,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,94.75,889.9,Yes,Verizon
3793-MMFUH,Female,1,No,No,13,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,95.05,1290,Yes,Xfinity
3249-ZPQRG,Male,0,No,No,4,Yes,Yes,No,Yes,No,No,No,No,Month,No,PayPal,78.45,330.05,Yes,AT&T
2568-BRGYX,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.2,237.95,Yes,Starlink
3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,92.0,6474.4,No,HughesNet
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,85.5,4421.95,No,AT&T
7721-JXEAW,Male,0,Yes,No,59,No,other,No,Yes,No,No,No,Yes,Month,Yes,Visa,41.05,2452.7,Yes,Verizon
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,85.6,813.85,Yes,AT&T
4238-HFHSN,Male,1,Yes,No,61,Yes,Yes,No,Yes,No,No,No,No,Month,Yes,PayPal,82.15,4904.85,No,Xfinity
6250-CGGUN,Male,0,No,No,54,Yes,No,Yes,No,Yes,Yes,No,No,One year,No,PayPal,84.4,4484.05,No,Starlink
5478-JJVZK,Female,0,No,No,33,Yes,Yes,Yes,Yes,No,No,No,No,Month,Yes,Venmo,60.9,2033.85,No,AT&T
7596-IIWYC,Female,0,No,No,27,Yes,No,other,other,other,other,other,other,Two year,Yes,Visa,20.25,538.2,No,Xfinity
6567-HOOPW,Female,1,No,No,1,Yes,No,No,No,No,No,Yes,No,Month,Yes,PayPal,79.2,79.2,Yes,Verizon
9793-WECQC,Male,0,No,No,23,Yes,No,No,Yes,No,No,Yes,Yes,Month,No,Venmo,95.3,2192.9,No,T-Mobile
4291-HPAXL,Male,0,No,Yes,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.85,19.85,No,Verizon
8999-YPYBV,Male,0,Yes,Yes,45,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Venmo,84.35,3858.05,No,AT&T
1839-FBNFR,Female,0,Yes,Yes,39,Yes,No,other,other,other,other,other,other,Two year,Yes,Visa,19.85,854.8,No,T-Mobile
3164-AALRN,Male,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Venmo,70.0,347.4,Yes,HughesNet
3071-MVJCD,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Visa,82.3,5815.15,No,AT&T
1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,No,Yes,No,No,Yes,No,Month,Yes,Visa,66.8,3970.4,No,T-Mobile
0562-KBDVM,Female,0,No,No,70,No,other,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Visa,44.6,3058.15,No,Verizon
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Visa,98.45,6145.2,No,AT&T
3717-OEAUQ,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,Month,No,Venmo,70.7,129.2,No,Verizon
4538-WNTMJ,Female,0,Yes,Yes,46,Yes,Yes,other,other,other,other,other,other,One year,No,Venmo,24.95,1165.9,No,AT&T
3334-CTHOL,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,Visa,49.95,49.95,Yes,Verizon
4704-ERYFC,Female,0,Yes,No,22,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.25,1554,Yes,Verizon
9432-RUVSL,Female,0,No,No,48,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,102.5,4904.25,No,Starlink
8060-HIWJJ,Male,0,No,No,64,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,86.55,5632.55,No,HughesNet
7684-XSZIY,Male,0,Yes,Yes,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,24.3,1643.25,No,AT&T
9089-UOWJG,Female,0,Yes,Yes,12,Yes,No,No,No,Yes,No,Yes,No,Month,Yes,Mastercard,58.35,740.55,No,Xfinity
8621-MNIHH,Female,1,Yes,No,34,Yes,Yes,No,Yes,Yes,No,No,Yes,Month,Yes,PayPal,94.25,3217.55,Yes,AT&T
8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Mastercard,68.75,4888.2,No,Starlink
9885-AIBVB,Male,0,Yes,No,29,Yes,Yes,No,Yes,Yes,No,No,No,Month,Yes,PayPal,85.8,2440.25,No,T-Mobile
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,other,other,other,other,other,other,One year,No,Mastercard,20.1,620.55,No,AT&T
2592-YKDIF,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.35,20.35,No,AT&T
2272-JKMSI,Female,0,Yes,Yes,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,PayPal,110.8,6840.95,No,Starlink
0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,PayPal,73.0,3001.2,Yes,T-Mobile
9518-RWHZL,Female,0,No,No,64,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,100.05,6254.2,Yes,Xfinity
8714-CTZJW,Female,0,No,No,4,Yes,No,No,No,Yes,No,No,Yes,Month,Yes,Mastercard,82.85,319.6,No,HughesNet
3569-EDBPQ,Female,0,No,No,24,Yes,Yes,Yes,No,No,Yes,No,No,Month,Yes,PayPal,84.35,1938.05,No,T-Mobile
3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.55,294.5,No,Xfinity
7521-YXVZY,Male,0,No,Yes,3,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.95,58.3,No,Verizon
5419-CONWX,Female,1,No,No,4,Yes,No,No,Yes,Yes,No,Yes,Yes,Month,Yes,Mastercard,99.8,442.85,Yes,HughesNet
6240-EURKS,Female,0,No,Yes,18,No,other,No,No,No,No,No,Yes,Month,Yes,PayPal,35.0,553,Yes,HughesNet
2373-NTKOD,Male,0,No,No,8,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,66.25,546.45,No,Starlink
1970-KKFWL,Female,0,No,No,35,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,23.3,797.1,No,Starlink
6960-HVYXR,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,No,PayPal,76.0,76,Yes,Verizon
9337-SRRNI,Male,0,No,Yes,66,Yes,Yes,other,other,other,other,other,other,Two year,Yes,Mastercard,25.3,1673.8,No,T-Mobile
0895-UADGO,Male,0,No,Yes,8,No,other,Yes,No,No,Yes,No,Yes,Two year,Yes,Venmo,44.55,343.45,No,HughesNet
5678-VFNEQ,Female,0,Yes,No,71,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,104.1,7412.25,No,HughesNet
5977-CKHON,Female,0,Yes,Yes,43,Yes,Yes,No,No,Yes,No,No,Yes,Month,Yes,Visa,92.55,4039,No,AT&T
7024-OHCCK,Female,1,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,93.85,170.85,Yes,HughesNet
2692-BUCFV,Male,1,No,No,29,Yes,No,No,Yes,Yes,No,Yes,Yes,Month,Yes,Visa,101.45,2948.6,No,T-Mobile
7861-UVUFT,Female,0,Yes,No,15,Yes,No,No,No,Yes,No,Yes,No,Month,Yes,PayPal,84.3,1308.4,Yes,AT&T
1830-GGFNM,Male,0,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Mastercard,94.55,6078.75,No,Starlink
5302-BDJNT,Male,0,No,No,35,Yes,Yes,No,No,Yes,Yes,Yes,No,Month,No,PayPal,95.5,3418.2,No,HughesNet
5223-UZAVK,Male,0,No,No,64,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mastercard,100.3,6603.8,No,T-Mobile
4859-ZSRDZ,Female,0,Yes,Yes,58,No,other,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,55.5,3166.9,No,Verizon
5651-WYIPH,Female,1,No,No,18,Yes,No,No,Yes,No,No,No,No,Month,Yes,Mastercard,49.85,865.75,No,Verizon
9350-VLHMB,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,No,No,Yes,Month,Yes,Visa,89.55,6373.1,No,HughesNet
3498-LZGQZ,Male,0,Yes,Yes,63,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,19.15,1177.05,No,Xfinity
8785-CJSHH,Female,0,Yes,No,60,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,99.8,5985.75,No,Xfinity
5357-TZHPP,Male,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Month,Yes,Mastercard,84.4,732.5,Yes,AT&T
3870-SPZSI,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,113.05,7869.05,No,AT&T
0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,101.1,1504.05,Yes,Starlink
7560-QRBXH,Female,0,No,Yes,48,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.95,936.7,No,HughesNet
7077-XJMET,Male,0,Yes,No,12,Yes,No,No,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,74.15,741.4,No,HughesNet
8752-GHJFU,Male,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,Yes,PayPal,92.0,6585.2,No,HughesNet
6896-SRVYQ,Male,1,No,No,44,Yes,No,No,No,Yes,No,No,No,Month,No,PayPal,73.85,3122.4,No,T-Mobile
7767-UXAGJ,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,50.45,50.45,Yes,AT&T
4652-ODEVH,Male,0,Yes,Yes,45,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,24.45,1088.25,No,T-Mobile
6510-UPNKS,Female,0,No,No,23,Yes,Yes,other,other,other,other,other,other,One year,No,Mastercard,24.8,615.35,No,AT&T
6718-BDGHG,Female,0,Yes,No,43,Yes,Yes,No,No,No,Yes,Yes,No,One year,Yes,Visa,64.85,2908.2,No,Xfinity
9046-DQMTP,Male,0,No,No,35,Yes,No,other,other,other,other,other,other,Month,No,Visa,20.75,739.9,No,T-Mobile
6439-LAJXL,Male,0,Yes,No,9,Yes,No,Yes,Yes,No,Yes,Yes,No,Month,Yes,Venmo,68.95,593.85,No,T-Mobile
1571-SAVHK,Male,0,No,No,12,Yes,Yes,No,No,No,Yes,Yes,Yes,Month,Yes,Venmo,99.95,1132.75,Yes,Starlink
9052-VKDUW,Female,1,Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month,Yes,Mastercard,109.4,7227.45,No,Xfinity
9546-CQJSU,Female,0,No,No,2,Yes,Yes,No,No,Yes,No,Yes,No,Month,Yes,PayPal,91.4,193.6,Yes,AT&T
1666-JZPZT,Male,0,No,No,27,Yes,Yes,No,No,No,No,No,No,Month,No,Venmo,49.0,1291.35,No,Starlink
5777-KJIRB,Female,0,No,No,40,Yes,No,No,No,Yes,No,No,No,One year,Yes,Venmo,50.25,2023.55,No,T-Mobile
0506-LVNGN,Female,1,No,No,5,Yes,No,No,No,Yes,No,No,No,Month,Yes,Mastercard,75.55,349.65,Yes,HughesNet
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,other,other,other,other,other,other,One year,No,Mastercard,19.9,153.95,No,Verizon
2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Visa,97.8,5458.8,No,Starlink
3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,PayPal,100.3,5244.45,No,T-Mobile
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,No,No,Yes,Yes,No,No,Month,Yes,Venmo,55.8,154.55,No,HughesNet
5514-YQENT,Male,0,No,Yes,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,PayPal,111.15,4507.15,No,HughesNet
3211-AAPKX,Male,0,No,No,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Month,Yes,Venmo,98.55,2031.95,No,HughesNet
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,50.05,50.05,No,AT&T
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,No,No,No,Yes,No,No,Month,No,Mastercard,80.8,332.45,Yes,T-Mobile
2958-NHPPS,Male,0,No,No,23,Yes,No,other,other,other,other,other,other,Month,No,PayPal,20.85,473.9,No,Xfinity
6806-YDEUL,Female,1,No,No,6,Yes,No,other,other,other,other,other,other,Month,No,Visa,19.5,106.8,No,Xfinity
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,19.35,152.6,No,HughesNet
6890-PFRQX,Male,0,No,No,18,Yes,Yes,Yes,No,Yes,No,Yes,No,Month,No,Venmo,69.5,1199.4,No,T-Mobile
0222-CNVPT,Male,1,No,No,52,No,other,Yes,No,No,No,Yes,Yes,Month,Yes,Mastercard,48.8,2555.05,No,T-Mobile
5899-OUVKV,Male,0,No,No,31,Yes,No,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,94.5,2979.2,No,AT&T
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.65,654.85,No,Starlink
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mastercard,106.05,3834.4,No,Verizon
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,100.0,1534.75,Yes,HughesNet
6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,PayPal,108.3,4586.15,No,AT&T
7893-IXHRQ,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,PayPal,20.55,20.55,Yes,Verizon
3070-BDOQC,Female,0,No,No,60,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,99.65,5941.05,No,T-Mobile
2952-QAYZF,Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,No,No,Month,Yes,PayPal,85.3,424.15,Yes,AT&T
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Yes,No,No,Yes,Yes,No,Month,No,Mastercard,95.9,2234.95,No,HughesNet
9824-QCJPK,Male,0,Yes,No,36,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.0,666.75,No,Verizon
4763-PGDPO,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Month,No,PayPal,70.4,281,Yes,AT&T
4283-IVYCI,Male,0,No,No,9,Yes,No,Yes,No,No,Yes,No,Yes,Month,No,Venmo,64.95,547.8,No,Starlink
1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,No,Yes,No,No,No,No,Month,No,Mastercard,74.6,74.6,No,Verizon
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,Yes,No,No,No,No,No,Month,Yes,PayPal,49.2,571.15,No,Starlink
8970-ANWXO,Female,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Venmo,73.75,1756.6,No,Verizon
9480-BQJEI,Male,0,No,No,62,Yes,Yes,Yes,Yes,No,No,No,Yes,One year,Yes,Visa,92.3,5731.45,No,AT&T
5394-SVGJV,Male,0,No,No,37,Yes,Yes,No,No,No,Yes,Yes,Yes,Month,No,Visa,98.8,3475.55,Yes,Starlink
6979-TNDEU,Female,0,No,No,8,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.2,156.85,No,Verizon
9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,No,No,Yes,No,Yes,No,Month,No,Mastercard,88.65,2683.2,No,HughesNet
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,Month,Yes,Mastercard,74.4,896.75,Yes,Starlink
7079-QRCBC,Female,0,No,No,24,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,98.75,2407.3,Yes,Starlink
9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,No,No,Yes,Month,Yes,Visa,95.95,4456.65,No,Starlink
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Mastercard,105.4,6998.95,No,Verizon
5067-DGXLL,Male,0,No,No,2,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.25,36.8,No,HughesNet
5469-CTCWN,Male,0,Yes,Yes,61,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,PayPal,106.0,6547.7,Yes,T-Mobile
9851-QXEEQ,Male,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,104.7,4346.4,Yes,Xfinity
6281-FKEWS,Female,0,No,No,44,No,other,No,No,Yes,No,Yes,Yes,One year,Yes,PayPal,49.05,2265,No,HughesNet
8898-KASCD,Male,0,No,No,39,No,other,No,No,Yes,Yes,No,No,One year,No,Venmo,35.55,1309.15,No,Starlink
9242-TKFSV,Male,0,Yes,Yes,72,No,other,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,65.1,4754.3,No,Verizon
9290-SHCMB,Female,1,No,No,13,Yes,No,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,96.85,1235.55,No,Xfinity
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mastercard,69.75,3562.5,No,HughesNet
2277-BKJKN,Female,1,Yes,No,71,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,99.2,7213.75,No,Xfinity
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,96.7,2082.95,Yes,Verizon
5208-HFSBT,Female,0,No,No,2,Yes,No,No,Yes,No,Yes,No,No,Month,Yes,Mastercard,55.05,102.75,Yes,Starlink
5035-PGZXH,Female,0,No,No,56,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,PayPal,106.8,5914.4,No,HughesNet
8695-WDYEA,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Month,No,Venmo,51.25,51.25,No,AT&T
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Venmo,57.75,1282.85,No,AT&T
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,Yes,Visa,70.85,4738.85,No,T-Mobile
8605-ITULD,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.55,19.55,No,Starlink
3254-YRILK,Male,1,No,No,19,Yes,Yes,No,Yes,No,No,Yes,No,Month,Yes,PayPal,88.2,1775.8,Yes,Starlink
6416-YJTTB,Male,0,No,No,11,Yes,No,Yes,No,Yes,No,No,No,Month,Yes,Visa,79.5,795.65,No,AT&T
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,19.75,145,Yes,HughesNet
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month,No,Visa,98.15,4993.4,No,Starlink
3195-TQDZX,Male,0,No,No,3,Yes,No,other,other,other,other,other,other,Month,Yes,PayPal,20.25,61.45,No,Starlink
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,No,Month,Yes,Visa,79.15,4018.55,No,HughesNet
0529-ONKER,Male,1,No,No,15,Yes,Yes,No,No,No,No,No,No,Month,No,PayPal,75.65,1146.65,Yes,T-Mobile
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,No,Yes,Yes,No,No,Yes,Month,Yes,PayPal,94.25,6081.4,No,T-Mobile
7041-TXQJH,Female,0,No,No,37,No,other,No,No,Yes,No,No,Yes,Month,Yes,Mastercard,40.2,1478.85,No,Starlink
5014-GSOUQ,Male,0,No,No,13,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.95,243.65,No,AT&T
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,Yes,No,No,No,No,No,One year,Yes,PayPal,55.35,2633.95,No,AT&T
0481-SUMCB,Female,1,No,No,45,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Visa,102.15,4735.35,No,Verizon
1769-GRUIK,Female,0,No,No,18,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,71.1,1247.75,No,HughesNet
5240-IJOQT,Male,1,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.7,74.7,Yes,Verizon
8819-WFGGJ,Male,0,Yes,No,68,No,other,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Visa,54.1,3794.5,No,T-Mobile
7427-AUFPY,Male,0,No,No,54,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.65,1008.7,No,Xfinity
2811-POVEX,Female,1,Yes,Yes,23,Yes,No,No,Yes,Yes,No,No,Yes,Month,Yes,Visa,88.45,2130.55,No,Starlink
1092-GANHU,Male,0,No,No,17,Yes,No,No,No,Yes,No,No,No,Month,Yes,PayPal,76.65,1313.55,Yes,Verizon
7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mastercard,80.4,5727.15,No,Xfinity
9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,other,other,other,other,other,other,Two year,Yes,Visa,19.25,1372.9,No,Verizon
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,84.8,1203.9,No,Starlink
0661-XEYAN,Female,1,No,No,1,No,other,No,No,No,No,No,No,Month,Yes,Venmo,25.8,25.8,Yes,AT&T
5799-JRCZO,Female,0,No,Yes,63,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.5,1215.1,No,Xfinity
1921-KYSAY,Female,0,No,No,41,Yes,Yes,No,No,Yes,Yes,No,Yes,One year,Yes,PayPal,68.6,2877.05,No,Starlink
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,No,No,No,No,Yes,Yes,Month,No,PayPal,92.6,1579.7,No,Verizon
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,PayPal,100.55,5514.95,No,T-Mobile
1925-GMVBW,Female,0,No,No,5,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,20.55,96.1,No,Xfinity
7881-EVUAD,Female,0,No,No,2,No,other,Yes,Yes,No,No,No,Yes,Month,Yes,PayPal,42.6,72.4,Yes,T-Mobile
6184-DYUOB,Female,0,Yes,No,3,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,19.6,55.25,No,Starlink
9207-ZPANB,Male,0,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,No,PayPal,67.45,2443.3,No,Xfinity
5766-XQXMQ,Female,0,No,No,29,Yes,No,Yes,Yes,Yes,No,No,Yes,Month,Yes,Visa,68.85,1970.5,Yes,Xfinity
9327-QSDED,Male,0,No,No,8,Yes,No,No,No,No,No,No,No,Month,No,Venmo,43.55,335.4,No,Starlink
1656-DRSMG,Female,0,No,No,63,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month,Yes,Mastercard,109.85,7002.95,No,Verizon
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.65,158.95,No,T-Mobile
